STORE NAME,Executive Name,AREA,PHONE 1,PHONE 2,ADDRESS,CONTACT,MOBILE NUMBERS,WHATSAPP LINK,CALL SUMMARY,,,,,,,,,
New Goel Opticals,,DEOLI,098100 16147,,"40/13, Mehrauli - Badarpur Rd, Main Market, Khanpur Village, Khanpur, New Delhi, Delhi 110062",98100 16147,9810016147,https://api.whatsapp.com/send?phone=+919810016147,,,,,,,,,,
Sai Opticals & Eye Care Centre,,DEOLI,088026 25899,,"C-1, Kaptan Singh Farm House, Holly Chowk, Sangam Vihar, Delhi 110080",88026 25899,8802625899,https://api.whatsapp.com/send?phone=+918802625899,,,,,,,,,,
The Eye Care Centre,,DEOLI,011 6590 2293,,"Main Devli Road, Raju Park, Khanpur, Khanpur, New Delhi, Delhi 110062",1 6590 2293,,,,,,,,,,,,
Ved Vision THE OPTICAL SHOP,,DEOLI,098997 05553,,"5/81 Khanpur, Madangir, D.D.A Flats,, New Delhi, Delhi 110062",98997 05553,9899705553,https://api.whatsapp.com/send?phone=+919899705553,.,,,,,,,,,
Shubham Opticals,,DEOLI,,,"Shop No. 38, 7, Mehrauli - Badarpur Rd, Khanpur Extension, Khanpur, New Delhi, Delhi 110062",,,,,,,,,,,,,
Sachdeva Vision Care,,DEOLI,098919 57806,,"170, RPS Flats, Gate No.2, Opp. Khanpur Bus Depot, Mehrauli - Badarpur Rd, Delhi 11006",,,,,,,,,,,,,
Sapna Optical Palace,,DEOLI,011 2995 5668,,"10 11, Shiv Shankar Market, Block 9, Sector 5, Doctor Ambedkar Nagar, Madangir, Delhi 110062",1 2995 5668,,,,,,,,,,,,
Eye To Eye Opticals,,DEOLI,8587876059,,"Shop no-GF-12, Anupam Shopping Arcade,pvr, Saket, Delhi 110017",8587876059,8587876059,https://api.whatsapp.com/send?phone=+918587876059,.,,,,,,,,,
Dayal Opticals,,DEOLI,011 4059 7500,,"68B, Rasvilas, Saket District Centre, District Centre, Sector 6, Pushp Vihar,Delhi 110017",1 4059 7500,,,,,,,,,,,,
Dr. Monga Opticians,,DEOLI,011 4160 5257,,"M- 75, Main Market, Greater Kailash II, New Delhi, Delhi 110048",1 4160 5257,,,,,,,,,,,,
Aakash Opticals,,DEOLI,098185 64486,,"B1, 599, Dr.Ambedkar Nagar, Block B, Doctor Ambedkar Nagar, Madangir, New Delhi, Delhi 110066",98185 64486,9818564486,https://api.whatsapp.com/send?phone=+919818564486,,,,,,,,,,
AMIT'S VISION & OPTICALS,,DEOLI,098996 27261,,"F16 saidulajaib M.B road near saket metro station saket, Saiyad ul Ajaib, Saket,Delhi 110030",98996 27261,9899627261,https://api.whatsapp.com/send?phone=+919899627261,,,,,,,,,,
GYAN OPTICAL,,DEOLI,,,"A-372, Mangal Bazaar Rd, Block A, Tigri Extension, Sangam Vihar, New Delhi, Delhi 110080",,,,,,,,,,,,,
Sahil Opticals,,DEOLI,098183 56262,,"Shop No 12, Main Road, Ratia Marg, Sangam Vihar, Sangam Vihar, New Delhi, Delhi 110062",98183 56262,9818356262,https://api.whatsapp.com/send?phone=+919818356262,,,,,,,,,,
Deep Opticals,,DEOLI,098914 20591,,"RZ-276, Street Number 17, Tughlakabad Extension, Tughlakabad, New Delhi, Delhi 110017",98914 20591,9891420591,https://api.whatsapp.com/send?phone=+919891420591,,,,,,,,,,
Vijay Optical,,DEOLI,085069 87637,,"Shop No.7,A-242,Devli Extn.,Chaudhary Mukhtar Singh Mkt Near Aggarwal Sweets,Block B,Sangam Vihar,Delhi80",85069 87637,8506987637,https://api.whatsapp.com/send?phone=+918506987637,,,,,,,,,,
Malik Optics,,DWARKA,092124 24850,,"Vikas Surya Plaza, Pocket 1, Sector 4, Dwarka, Delhi, 110078",92124 24850,9212424850,https://api.whatsapp.com/send?phone=+919212424850,,,,,,,,,,
Ashoka Optical Centre,,DWARKA,098185 40760,,"DDA Flats, RZ-C/176 Madhu Vihar, Opposite, Pocket 2, Sector 2 Dwarka, Delhi 110059",98185 40760,9818540760,https://api.whatsapp.com/send?phone=+919818540760,,,,,,,,,,
Chashmah.com Eyewear & Sunglasses Store,,DWARKA,097169 83000,,"C-391,Ramphal Chowk Rd,near Kc Restaurant, Sector 7 Dwarka, Palam,Delhi 110075",97169 83000,9716983000,https://api.whatsapp.com/send?phone=+919716983000,,,,,,,,,,
Suman Optical,,DWARKA,097187 72223,,"D-99/A, Sai Mandir Road, Near Solanki Market,Madhu Vihar,Dwarka Sector - 3,Delhi 110059",97187 72223,9718772223,https://api.whatsapp.com/send?phone=+919718772223,,,,,,,,,,
Optical Shop,,DWARKA,098100 10196,,"MAYANK C.G.H.S., Sector 6 Dwarka, Dwarka, New Delhi, Delhi 110075",98100 10196,9810010196,https://api.whatsapp.com/send?phone=+919810010196,,,,,,,,,,
Siddharth Vision Opticals,,DWARKA,011 4551 7050,,"G-7, Sector-6, Central Market, Mall Rd, Sec-6 Market, Sector 6 Dwarka,Delhi 110075",1 4551 7050,,,,,,,,,,,,
Punjab Optical House,,DWARKA,098100 47472,,"Plot no 16, Diagnally opposite Dwrk Sports Center Market,, Sector 6 Dwarka,Delhi 110075",98100 47472,9810047472,https://api.whatsapp.com/send?phone=+919810047472,,,,,,,,,,
Prateek The Optical Plaza,,DWARKA,011 2508 4623,,"Shop No14A, Supreme Plaza Building, Central Market, Plot No.15, Sector 6 Dwarka,Delhi 110075",1 2508 4623,,,,,,,,,,,,
Bonton Opticians,,DWARKA,011 4039 1960,,"Vardhaman Sunder Plaza, Shop No. 108 and 109, FF, Pocket 2, Sector 12 Dwarka Delhi 110075",1 4039 1960,,,,,,,,,,,,
Shri Ganpati Eye Care Centre,,DWARKA,098101 33056,,"WZ-7, First Floor, Near Palam Gole Chakker, Main Rd, Palam Village, Palam Gaon, Delhi 110045",98101 33056,9810133056,https://api.whatsapp.com/send?phone=+919810133056,,,,,,,,,,
Optical Planet,,DWARKA,098103 36058,,"Shop No.G-9, GF,Vardhaman City Mall,Mall Rd,SEc-23,Sec-6 Market,Sector 6 Dwarka,Delhi-75",98103 36058,9810336058,https://api.whatsapp.com/send?phone=+919810336058,,,,,,,,,,
Max Vision Optometrist,,DWARKA,011 4700 8907,,"G- 4, Manish Location Plaza, Plot No. 1, Sector 12,, Dwarka, Delhi 110075",1 4700 8907,,,,,,,,,,,,
Optical Avenue Dwarka,,DWARKA,093122 82357,,"G-11 Vardhman Market Plot-4, Sector 2 Dwarka, New Delhi, Delhi",93122 82357,9312282357,https://api.whatsapp.com/send?phone=+919312282357,,,,,,,,,,
Image Optical,,DWARKA,,,"Shop No. 145, Vardaman Plus City Mall, Sector 23, Dwarka, New Delhi, Delhi 110075",,,,,,,,,,,,,
Optical Planet,,DWARKA,011 4011 0603,,"Shop No. G-80, GF, Vardhman City Mall, Road Number 226, Sector 23, Dwarka,Delhi 110075",1 4011 0603,,,,,,,,,,,,
Dwarka Optics,,DWARKA,099902 09848,,"WZ-7,Main Road,Opp.Bus Stand Palam Gaon , Palam Village Rd, Palam Village Delhi-45",99902 09848,9990209848,https://api.whatsapp.com/send?phone=+919990209848,,,,,,,,,,
Akshatt Vision,,DWARKA,098717 24877,,"G-6&7, Manish Twin Plaza, Plot No. 2, Sector 11, Near Akash Institute, Dwarka, Delhi 110075",98717 24877,9871724877,https://api.whatsapp.com/send?phone=+919871724877,,,,,,,,,,
Aarson Opticals,,DWARKA,011 2508 9905,,"Plot No. 6, G1, Sagar Plaza, Sector 6, Dwarka, New Delhi, Delhi 110075",1 2508 9905,,,,,,,,,,,,
Himalaya Opticals,,DWARKA,011 4144 8106,,"ShopNo G 1 Plot No 8, dwaraka, Sector 5, MLU, New Delhi, Delhi 110075",1 4144 8106,,,,,,,,,,,,
Siddharth Eye Ear & Speech Optical store,,DWARKA,011 4274 0250,,"G- 2, Krishna Plaza- 2, Ashirwad Chowk, Sector 12 Dwarka, Dwarka, Delhi, 110075",1 4274 0250,,,,,,,,,,,,
Accurate Opticals,,DWARKA,098993 00220,,"UG-12,Dwarka Complex,Opp Honda Showroom RDX Building,B-223,Palam Extn,Sec-7,Dwarka,Delhi-75",98993 00220,9899300220,https://api.whatsapp.com/send?phone=+919899300220,,,,,,,,,,
A.K. Vision Opticals,,DWARKA,099101 13381,,"Pankaj Palaza ,Plot No 13, Sector 12 Dwarka, Dwarka, Delhi 110078",99101 13381,9910113381,https://api.whatsapp.com/send?phone=+919910113381,,,,,,,,,,
Vision Spring Optical,,DWARKA,011 4552 1474,,"D-448, Basement, Near Ramphal Chowk, Sector -7, Dwarka, New Delhi, Delhi 110075",1 4552 1474,,,,,,,,,,,,
Eye -Tech Opticals,,DWARKA,011 4562 1800,,"Shop No. G-7, Vardhman Sudharshan Plaza, Deshbandhu Gupta Marg, Sec 5 Mkt, Pocket 1, Dwarka, Delhi-75",1 4562 1800,,,,,,,,,,,,
Puri Opticals,,GANDHINAGAR,098680 73775,,"9/171, Gandhi Nagar Main Rd, Kailash Nagar, Gandhi Nagar, Seelampur, Shahdara, Delhi, 110031",98680 73775,9868073775,https://api.whatsapp.com/send?phone=+919868073775,Didnt pick up my call,,,,,,,,,
Mishal Opticals,,GANDHINAGAR,011 2246 0243,,"X/3460, Gali No 1, Raghubarpura No 2, Gandhi Nagar, Gandhi Nagar, Delhi, 110031",1 2246 0243,,,Upyog m nhi h call,,,,,,,,,
Sharma Opticals,,GANDHINAGAR,092483 34129,,"Gandhi Nagar Main Rd, Gandhi Nagar, Seelampur, Shahdara, Delhi, 110031",92483 34129,9248334129,https://api.whatsapp.com/send?phone=+919248334129,Not exist number,,,,,,,,,
New Vision Opticals,,GANDHINAGAR,092103 09238,,"9/52, Gandhi Nagar Main Rd, Gandhi Nagar, Delhi, 110031",92103 09238,9210309238,https://api.whatsapp.com/send?phone=+919210309238,Doesnot exist,,,,,,,,,
Amar Opticians,,GANDHINAGAR,098711 33623,,"1587, Subhash Road, Near Laxmi Cinema Gandhi Nagar, Subhash Road, Delhi, 110031",98711 33623,9871133623,https://api.whatsapp.com/send?phone=+919871133623,,,,,,,,,,
Sunrise Optical Industries,,GANDHINAGAR,011 2205 4230,,"A-5/10, Lal Quarters Rd, Block A, Krishna Nagar, Delhi, 110051",1 2205 4230,,,,,,,,,,,,
Eye 5 Optical Store,,GANDHINAGAR,092113 55722,,"M297, Brahampuri Rd, Block M, Brahampuri, Shahdara, Delhi, 110053",92113 55722,9211355722,https://api.whatsapp.com/send?phone=+919211355722,,,,,,,,,,
Madan Opticals,,GANDHINAGAR,098115 22502,9999940976,"1153-b,chota bazar near loha pull, Makki Sarai Railway Rd, Shahdara, Delhi, 110032",98115 22502,9811522502,https://api.whatsapp.com/send?phone=+919811522502,He ll also look into the matter,,,,,,,,,
GK Optics,,GANDHINAGAR,096504 25057,,"9-4162, Gandhi Nagar Main Road, Gandhi Nagar, Ajit Nagar, New Delhi, Delhi 110031",96504 25057,9650425057,https://api.whatsapp.com/send?phone=+919650425057,Response is good update tomorrow ,,,,,,,,,
Shanti Opticals,,GANDHINAGAR,098681 17313,,"1/2344, Main Mandoli Rd, Ram Nagar, Shahdara, Delhi, 110032",98681 17313,9868117313,https://api.whatsapp.com/send?phone=+919868117313,Didnt pickup call,,,,,,,,,
Perfect Opticals & Contact Lens Clinic,,GANDHINAGAR,011 2209 1306,,"E-6/11, Main Bus Stop, Krishna Nagar, Delhi 110051",1 2209 1306,,,,,,,,,,,,
Gupta Optical,,GANDHINAGAR,098100 94105,,"F-7/35, Near, Vijay Chowk, Block H, Krishna Nagar, Delhi, 110051",98100 94105,9810094105,https://api.whatsapp.com/send?phone=+919810094105,He ll look into this matter,,,,,,,,,
Shiva Opticals,,GANDHINAGAR,011 2250 6043,,"Patparganj Rd, East Guru Angad Nagar, Khureji Khas, New Delhi, Delhi 110031",1 2250 6043,,,,,,,,,,,,
Dev Opticals,,GANDHINAGAR,011 2259 3156,,"Makki Sarai Railway Rd, Shankar Market, Shahdara, New Delhi, Delhi 110032",1 2259 3156,,,,,,,,,,,,
Gunmay Opticals,,GANDHINAGAR,096593 93965,,"Shop No.6/29, Gurudwara, Block 6, Geeta Colony, Delhi, 110031",96593 93965,9659393965,https://api.whatsapp.com/send?phone=+919659393965,Wrong number,,,,,,,,,
Hari Opticals,,GANDHINAGAR,084473 66215,,"6/32, Gurudwara Rd, Block 6, Geeta Colony, Delhi, 110031",84473 66215,8447366215,https://api.whatsapp.com/send?phone=+918447366215,Wrong number ,,,,,,,,,
Arpan Opticals,,GANDHINAGAR,088821 11685,,"Main Mkt, 59/61, Main Mkt, 110092, 37, Thekedaar Surjeet Singh Marg, Guru Ram Das Nagar, Laxmi Nagar, Delhi-09",88821 11685,8882111685,https://api.whatsapp.com/send?phone=+918882111685,,,,,,,,,,
Ambika Opticals,,GANDHINAGAR,099994 07020,,"V-8, opp. Dr. Kakkar Clinic, Navin Shahdara, Shahdara, Delhi, 110032",99994 07020,9999407020,https://api.whatsapp.com/send?phone=+919999407020,,,,,,,,,,
Amar Opticals,,GANDHINAGAR,098998 53282,,"496/E, Rama Block, Street No. 1, Behind Baburam School, Bhola Nath Nagar, Shahdara, Delhi32",98998 53282,9899853282,https://api.whatsapp.com/send?phone=+919899853282,Busy right now,,,,,,,,,
Bhatia Optical House,,GANDHINAGAR,098110 55776,,"16-A, Gali No.1, West Chander Nagar, Shiv Puri, near Silver Park, Delhi, 110051",98110 55776,9811055776,https://api.whatsapp.com/send?phone=+919811055776,Listened everything but alast said dekhta h,,,,,,,,,
Nice Opticals & Contact Lens Clinic,,GANDHINAGAR,098104 12610,,"16/1, Geeta Colony, Opposite Dera Baba Karam Singh Gurudwara, Geeta Colony,Delhi 110031",98104 12610,9810412610,https://api.whatsapp.com/send?phone=+919810412610,Response is very good and will tell tomorrow after consult with brother,,,,,,,,,
Star Opticals,,GANDHINAGAR,011 4211 1812,,"Cross River Mall, F9, First Floor, Maharaja Surajmal Marg, Vishwas Nagar Extension,Shahdara, Delhi32",1 4211 1812,,,,,,,,,,,,
Radha Opticals,,GANDHINAGAR,098689 40834,,"D-19/9A, Main Road, 3rd Floor, New Usmanpur, Jagjit Nagar, New Usmanpur, Delhi 110053",98689 40834,9868940834,https://api.whatsapp.com/send?phone=+919868940834,Closed his optical work,,,,,,,,,
Prince Optical Works,,GANDHINAGAR,093126 53815,,"Main Rd, Kanti Nagar Extension, Seelampur, Shahdara, Delhi, 110032",93126 53815,9312653815,https://api.whatsapp.com/send?phone=+919312653815,,,,,,,,,,
V. S. Opticals,,GANDHINAGAR,099534 66762,,"Shop No. X - Block , Main Road Near Mani Baba Mandir, Gali Number 5, Nayagaon Village, Shahdara, Delhi53",99534 66762,9953466762,https://api.whatsapp.com/send?phone=+919953466762,All lines are closed,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
,,GANDHINAGAR,,,,,,,,,,,,,,,,
Shri Balaji Opticals,sahil,GHONDA,075039 41058,,"Ch, V-39, Fateh Singh Marg, Arvind Nagar, Ghonda, Delhi, 110053",75039 41058,7503941058,https://api.whatsapp.com/send?phone=+917503941058,pics pending,,,,,,,,,
ClearDekho Optical,,GHONDA,099990 20666,,"19/8A, D-Block, Third Pusta Main Rd, Third Pushta, Ghonda Patti Chauhan, Jagjeet Nagar, Shahdara, Delhi, 110053",99990 20666,9999020666,https://api.whatsapp.com/send?phone=+919999020666,,,,,,,,,,
Dayal Opticals,,GREATER KAILASH,011 2923 8888,,"Shop No. M- 8, M Block Market, Greater Kailash- 1, New Delhi, Delhi 110048",1 2923 8888,,,,,,,,,,,,
Himalaya Optical Greater Kailash 1,,GREATER KAILASH,011 2923 3736,,"35-41,Archana Shopping Arcade, Part-1, Greater Kailash, New Delhi, Delhi 110048",1 2923 3736,,,,,,,,,,,,
Dr. Monga Opticians,,GREATER KAILASH,011 4160 5257,,"M- 75, Main Market, Greater Kailash II, New Delhi, Delhi 110048",1 4160 5257,,,,,,,,,,,,
Siddharth Opticians,sahil,GREATER KAILASH,9810010196,,"Shop No. M-14, 15, Block Market, M Block Market, M Block, Greater Kailash,Delhi 110048",9810010196,9810010196,https://api.whatsapp.com/send?phone=+919810010196,day after tomorrow,,,,,,,,,
Garg Opticals,,GREATER KAILASH,011 2923 7973,,"Shop No:E-15, Kailash Colony, Greater Kailash, New Delhi, Delhi 110048",1 2923 7973,,,,,,,,,,,,
Trish Opticians,,GREATER KAILASH,011 4170 4592,,"HS-1, Shop No Market New Delhi 110048, 6, Sheikh Sarai Phase 1, Greater Kailash,Delhi48",1 4170 4592,,,,,,,,,,,,
Ben Franklin Opticians,,GREATER KAILASH,092055 83169,,"E54, Greater Kailash-1, Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",92055 83169,9205583169,https://api.whatsapp.com/send?phone=+919205583169,,,,,,,,,,
Aakash Optical,sahil,GREATER KAILASH,093110 58484,,"B-104, Amrit puri - B, Garhi, East of Kailash Near ISKON Temple, New Delhi, Delhi 110065",93110 58484,9311058484,https://api.whatsapp.com/send?phone=+919311058484,,,,,,,,,,
Optical Door & More,,GREATER KAILASH,011 4927 0361,,"#M49, Basement, M-Block Market, Greater Kailash, New Delhi, Delhi 110048",1 4927 0361,,,,,,,,,,,,
Shri Balaji Opticals,sahil,GREATER KAILASH,9811805861,,"Shop No. 9, Futuristic Solutions Research And Development PVT. LTD., Sai Sadan, Sant Nagar, East of Kailash,DelhI24",9811805861,9811805861,https://api.whatsapp.com/send?phone=+919811805861,,,,,,,,,,
Guru kirpa Opticals,sahil,GREATER KAILASH,098116 64659,,"17-b, Main Market, Amrit Puri, Block B, Amritpuri, East of Kailash, New Delhi, Delhi 110065",98116 64659,9811664659,https://api.whatsapp.com/send?phone=+919811664659,,,,,,,,,,
The Wadhwa Optikos,sahi,GREATER KAILASH,095823 20964,,"Main Market, N18, N Block, Greater Kailash I, New Delhi, Delhi 110048",95823 20964,9582320964,https://api.whatsapp.com/send?phone=+919582320964,,,,,,,,,,
Shroff Eye Centre,,GREATER KAILASH,011 4163 3999,,"A-9, Lala Lajpat Rai Marg, Block A, Kailash Colony, Greater Kailash, New Delhi, Delhi 110048",1 4163 3999,,,,,,,,,,,,
Spectra Eye Hospital,,GREATER KAILASH,081309 29913,,"E-82-A, Greater Kailash-1, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",81309 29913,8130929913,https://api.whatsapp.com/send?phone=+918130929913,,,,,,,,,,
Bharti Eye Hospital,,GREATER KAILASH,011 2924 0000,,"E 52, Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",1 2924 0000,,,,,,,,,,,,
Bharti Eye Hospital,,GREATER KAILASH,092122 59171,,"Greater Kailash-1, Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",92122 59171,9212259171,https://api.whatsapp.com/send?phone=+919212259171,,,,,,,,,,
Vasan Eye Care,,GREATER KAILASH,011 3989 0700,,"E16, opposite HSBC Bank, Greater Kailash-1, Block E, Greater Kailash I, Delhi 110048",1 3989 0700,,,,,,,,,,,,
Dr Deepankar Bose Eye Clinic,,GREATER KAILASH,011 2921 2152,,"426, Block E, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048",1 2921 2152,,,,,,,,,,,,
Lakhotia Eye Center & Laser Institute,,GREATER KAILASH,093122 55311,,"E-342, Block E, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048",93122 55311,9312255311,https://api.whatsapp.com/send?phone=+919312255311,,,,,,,,,,
Pulastya Eye Clinic,,GREATER KAILASH,098184 59728,,"E 294, Basement, E-294, Block E, East of Kailash, New Delhi, Delhi 110065",98184 59728,9818459728,https://api.whatsapp.com/send?phone=+919818459728,,,,,,,,,,
Dry Eye Clinic,,GREATER KAILASH,011 4163 3999,,"Binge - Bakery & More, Chamber No. G8, Kailash Colony Rd, Greater Kailash,Delhi 110048",1 4163 3999,,,,,,,,,,,,
M.D. Eye Care & Laser Centre,,GREATER KAILASH,011 4906 4181,,"M-165, 80 Feet Rd, Block M, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048",1 4906 4181,,,,,,,,,,,,
Biswas Eye Clinic,,GREATER KAILASH,011 2921 7228,,"164, M Block Rd, Block M, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048",1 2921 7228,,,,,,,,,,,,
Cornea Clinic,,GREATER KAILASH,011 4163 3999,,"Chamber No-G9, A-7 Kailash Colony Road, Greater Kailash, New Delhi, Delhi 110048",1 4163 3999,,,,,,,,,,,,
Visitech,,GREATER KAILASH,092666 62115,,"R-13, Hansraj Gupta Rd, Greater Kailash-1, Block R, Greater Kailash I,Delhi 110048",92666 62115,9266662115,https://api.whatsapp.com/send?phone=+919266662115,,,,,,,,,,
BISWAS EYE CLINIC,,GREATER KAILASH,098183 56224,,"M-164, Greater Kailash-1, Block S, Part-II, Greater Kailash, New Delhi, Delhi 110048",98183 56224,9818356224,https://api.whatsapp.com/send?phone=+919818356224,,,,,,,,,,
Bajaj opticals,,Hari nagar,090134 34230,,"Opp. D.D.U Hospital's residents complex ,chunilal school road, Janak Park, Hari Nagar, New Delhi, 110064",90134 34230,9013434230,https://api.whatsapp.com/send?phone=+919013434230,Very good response,,,,,,,,,
Kataria Optical Centre,,Hari nagar,098680 19174,,"409 R, Janak Park, Block WZ, Hari Nagar",98680 19174,9868019174,https://api.whatsapp.com/send?phone=+919868019174,Very good response ll send photo later,,,,,,,,,
Shri Anand Optics,,Hari nagar,092110 71007,,"B-357, Gandhi Market, Near New Era School, Hari Nagar,",92110 71007,9211071007,https://api.whatsapp.com/send?phone=+919211071007,.,,,,,,,,,
Om Sai Vision,,Hari nagar,087440 79896,,"WZ-409B, Shop No.3, Opp D.D.U Hospital, Janak Park, Hari Nagar",87440 79896,8744079896,https://api.whatsapp.com/send?phone=+918744079896,Mental case waste of time,,,,,,,,,
Mohit Opticals,,Hari nagar,092112 67045,,"WZ-209/A , Virendra Nagar, Hari Nagar, ",92112 67045,9211267045,https://api.whatsapp.com/send?phone=+919211267045,.,,,,,,,,,
Samrat Opticals,,Hari nagar,098737 34787,,"114, Mathura Rd, Hari Nagar",98737 34787,9873734787,https://api.whatsapp.com/send?phone=+919873734787,Didnt reply back,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
,,Hari nagar,,,,,,,,,,,,,,,,
ASHOKA OPTICAL CENTRE,,JANAKPURI,9818548582,,C4C/377 JANAKPURI NEW DELHI 110058,9818548582,9818548582,https://api.whatsapp.com/send?phone=+919818548582,,,,,,,,,,
BHATIA OPTICAL CORNER,,JANAKPURI,9891248304,,C-4F DDA MARKET JANAKPURI 110058,9891248304,9891248304,https://api.whatsapp.com/send?phone=+919891248304,,,,,,,,,,
OPTICAL ZONE ,,JANAKPURI,9999494307,,SHOP NO. 53A BA BLOCK GURUNANAK PURA JANAKPURI 110058,9999494307,9999494307,https://api.whatsapp.com/send?phone=+919999494307,,,,,,,,,,
I CARE OPTICALS,,JANAKPURI,9810235905,,UG 32 WESTEND MALL JANAKPURI DISRICT CENTER JANAKPURI 110058,9810235905,9810235905,https://api.whatsapp.com/send?phone=+919810235905,,,,,,,,,,
MONGA OPTICIANS,,JANAKPURI,9871258281,,A B3 LA GRACIA BEAUTY PARLOUR BB 1B SHAHEED CAPTAIN ANUJ NAYYAR NARG 110058,9871258281,9871258281,https://api.whatsapp.com/send?phone=+919871258281,,,,,,,,,,
PARNEET OPTICALS,,JANAKPURI,9810567654,,BLOCK B JANAKPURI 110058,9810567654,9810567654,https://api.whatsapp.com/send?phone=+919810567654,,,,,,,,,,
SAI OPTICALS,,JANAKPURI,9873362293,,SOM BAZAR RD HARI NAGAR 110058,9873362293,9873362293,https://api.whatsapp.com/send?phone=+919873362293,,,,,,,,,,
MOHIT OPTICALS,,JANAKPURI,9211267045,,WZ-209/A VIRENDRA NAGAR HARI NAGAR 110058,9211267045,9211267045,https://api.whatsapp.com/send?phone=+919211267045,,,,,,,,,,
UNIQUE OPTICALS,,JANAKPURI,9212003921,,C5A -25 BLOCK C-5A JANAKPURI 110058,9212003921,9212003921,https://api.whatsapp.com/send?phone=+919212003921,,,,,,,,,,
GTB OPTICS,,JANAKPURI,9990487999,,SHOPNO. 14/1 CHOTI SABZI MANDI NEAR TILAK NAGAR METRO STATION 110058,9990487999,9990487999,https://api.whatsapp.com/send?phone=+919990487999,,,,,,,,,,
BONJOUR EYEWEAR ,,JANAKPURI,011 45088696,,C1/5 JANAKPURI OPP. MATA CHANAN DEVI HOSPITAL 110058,11 45088696,,,,,,,,,,,,
BHATIA OPTICAL CORNER,,JANAKPURI,011 25595932,,A 5B -64A NEAR C-2 BUS STOP POSSAGIPUR JANAKPURI 110058,11 25595932,,,,,,,,,,,,
IMAGE OPTICALS,,JANAKPURI,011 25529933,,B-1/33 DHARAM MARG BLOCK B1 JANAKPURI 110058,11 25529933,,,,,,,,,,,,
OPTICAL PLAZA,,JANAKPURI,011 41587184,,C3-55 SHOP NO. 6 RAM MANDIR MARG BLOCK C3A RWA COLONY 110058,11 41587184,,,,,,,,,,,,
OPTICAL CRAZE,,JANAKPURI,9891875650,,12/10 CHOOTI SABZI MANDI JANAKPURI 110058,9891875650,9891875650,https://api.whatsapp.com/send?phone=+919891875650,,,,,,,,,,
EDOPTICA INDIA LTD ,,JANAKPURI,9818151892,,104 A JAINA TOWER 1 DISTRICT CENTER JANAKPURI 110058,9818151892,9818151892,https://api.whatsapp.com/send?phone=+919818151892,,,,,,,,,,
Gulati Opticals,,Jangpura,011 2437 3888,,"23, Bhogal Rd, Jangpura, Bhogal, ",1 2437 3888,,,Didnt pick up call,,,,,,,,,
Trish Eye Care,,Jangpura,011 4502 5743,,"41, Bhogal Rd, Main Market, Bhogal,",1 4502 5743,,,Send the model agreed with it tell me later,,,,,,,,,
Mod Times & Opticals,,Jangpura,011 2437 1469,,"40 A, Central Rd, Jangpura, Samman Bazar, Bhogal, New",1 2437 1469,,,Wrong no.,,,,,,,,,
Optical Centre,,Jangpura,011 2431 6739,,"G-24, Near Eros Cinema, Jangpura, ",1 2431 6739,,,Didnt pick up call,,,,,,,,,
Mehta National eye Care Clinic,,Jangpura,,,G 22 ground floor Jangpura ,,,,,,,,,,,,,
Vision Xpert Opticals,,Jangpura,011 6465 0780,,"6, Main Market, Gurudwara Rd, Bhagwan Nagar, Ashram,",1 6465 0780,,,Wrong no.,,,,,,,,,
Nitin Opticals,,Jangpura,093502 72775,,"148/2, Kilokri, Phase 1, Sunlight Colony, New Delhi, Delhi 110014 ",93502 72775,9350272775,https://api.whatsapp.com/send?phone=+919350272775,Switched off,,,,,,,,,
,,Jangpura,,,,,,,,,,,,,,,,
,,Jangpura,,,,,,,,,,,,,,,,
,,Jangpura,,,,,,,,,,,,,,,,
VISION CLINIC,,KALKAJI,011 41602795,,N-15 BASEMENT NEAR KOTAK MAHIUNDRA BANK KALKAJI 110019,11 41602795,,,,,,,,,,,,
